Image_ID,note_id,image_path,Primary_HEX,Secondary_HEX,Dominant_Color_Name,Color_Family,Primary_Color_Ratio,Secondary_Color_Ratio,Color_Extraction_Status
GRP-XHS-69259203000000001e0372c2-02,69259203000000001e0372c2,Dataset/xhs/xiaohongshu_images/Gorpcore/69259203000000001e0372c2/image_02.webp,#0B0D0D,#212729,black,black,0.3374,0.2542,ok
GRP-XHS-69259203000000001e0372c2-03,69259203000000001e0372c2,Dataset/xhs/xiaohongshu_images/Gorpcore/69259203000000001e0372c2/image_03.webp,#121314,#8D6B55,black,black,0.4776,0.229,ok
GRP-XHS-69259203000000001e0372c2-04,69259203000000001e0372c2,Dataset/xhs/xiaohongshu_images/Gorpcore/69259203000000001e0372c2/image_04.webp,#09090A,#1B1D1F,black,black,0.3616,0.2902,ok
GRP-XHS-69259203000000001e0372c2-05,69259203000000001e0372c2,Dataset/xhs/xiaohongshu_images/Gorpcore/69259203000000001e0372c2/image_05.webp,#080909,#191C1D,black,black,0.342,0.283,ok
GRP-XHS-6975edd2000000002800b5c8-01,6975edd2000000002800b5c8,Dataset/xhs/xiaohongshu_images/Gorpcore/6975edd2000000002800b5c8/image_01.webp,#817D6A,#A5A091,khaki,khaki_or_beige,0.297,0.2908,ok
GRP-XHS-6975edd2000000002800b5c8-02,6975edd2000000002800b5c8,Dataset/xhs/xiaohongshu_images/Gorpcore/6975edd2000000002800b5c8/image_02.webp,#7A7664,#9F998F,brown,brown,0.3432,0.1826,ok
GRP-XHS-6975edd2000000002800b5c8-03,6975edd2000000002800b5c8,Dataset/xhs/xiaohongshu_images/Gorpcore/6975edd2000000002800b5c8/image_03.webp,#84806C,#A19C8C,khaki,khaki_or_beige,0.291,0.279,ok
GRP-XHS-6975edd2000000002800b5c8-04,6975edd2000000002800b5c8,Dataset/xhs/xiaohongshu_images/Gorpcore/6975edd2000000002800b5c8/image_04.webp,#908C78,#B4AEA3,khaki,khaki_or_beige,0.3468,0.244,ok
GRP-XHS-6975edd2000000002800b5c8-05,6975edd2000000002800b5c8,Dataset/xhs/xiaohongshu_images/Gorpcore/6975edd2000000002800b5c8/image_05.webp,#85826F,#AAA595,khaki,khaki_or_beige,0.285,0.2704,ok
GRP-XHS-6975edd2000000002800b5c8-06,6975edd2000000002800b5c8,Dataset/xhs/xiaohongshu_images/Gorpcore/6975edd2000000002800b5c8/image_06.webp,#97927C,#787260,khaki,khaki_or_beige,0.3228,0.2154,ok
GRP-XHS-6975edd2000000002800b5c8-07,6975edd2000000002800b5c8,Dataset/xhs/xiaohongshu_images/Gorpcore/6975edd2000000002800b5c8/image_07.webp,#908A6F,#AAA68E,khaki,khaki_or_beige,0.3784,0.24,ok
GRP-XHS-69ee18a6000000001f00585d-01,69ee18a6000000001f00585d,Dataset/xhs/xiaohongshu_images/Gorpcore/69ee18a6000000001f00585d/image_01.webp,#BDBAB3,#918C85,gray,gray,0.3244,0.223,ok
GRP-XHS-69ee18a6000000001f00585d-02,69ee18a6000000001f00585d,Dataset/xhs/xiaohongshu_images/Gorpcore/69ee18a6000000001f00585d/image_02.webp,#6D6B66,#C5C6C6,gray,gray,0.3322,0.2152,ok
GRP-XHS-69ee18a6000000001f00585d-04,69ee18a6000000001f00585d,Dataset/xhs/xiaohongshu_images/Gorpcore/69ee18a6000000001f00585d/image_04.webp,#D2CEC7,#B9AFA4,white,white,0.335,0.2454,ok
GRP-XHS-69ee18a6000000001f00585d-05,69ee18a6000000001f00585d,Dataset/xhs/xiaohongshu_images/Gorpcore/69ee18a6000000001f00585d/image_05.webp,#CFC8B9,#5E646B,gray,gray,0.3722,0.2154,ok
GRP-XHS-69ee18a6000000001f00585d-06,69ee18a6000000001f00585d,Dataset/xhs/xiaohongshu_images/Gorpcore/69ee18a6000000001f00585d/image_06.webp,#CFCBC0,#707170,gray,gray,0.4032,0.28,ok
GRP-XHS-69ee18a6000000001f00585d-07,69ee18a6000000001f00585d,Dataset/xhs/xiaohongshu_images/Gorpcore/69ee18a6000000001f00585d/image_07.webp,#B5B2AE,#CECCC9,gray,gray,0.2896,0.2144,ok
GRP-XHS-69ee18a6000000001f00585d-08,69ee18a6000000001f00585d,Dataset/xhs/xiaohongshu_images/Gorpcore/69ee18a6000000001f00585d/image_08.webp,#766F60,#D9D6D1,brown,brown,0.368,0.3054,ok
GRP-XHS-69ee18a6000000001f00585d-09,69ee18a6000000001f00585d,Dataset/xhs/xiaohongshu_images/Gorpcore/69ee18a6000000001f00585d/image_09.webp,#75665B,#E0D8C2,orange,red_or_orange,0.3246,0.3228,ok
GRP-XHS-683e7d20000000002100c440-01,683e7d20000000002100c440,Dataset/xhs/xiaohongshu_images/Gorpcore/683e7d20000000002100c440/image_01.webp,#796045,#DABD9A,orange,red_or_orange,0.2784,0.2016,ok
GRP-XHS-6a0ed78f0000000035022f85-03,6a0ed78f0000000035022f85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0ed78f0000000035022f85/image_03.webp,#F7F7F7,#3C3E41,white,white,0.8852,0.061,ok
GRP-XHS-6a0ed78f0000000035022f85-04,6a0ed78f0000000035022f85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0ed78f0000000035022f85/image_04.webp,#F7F7F7,#2E3033,white,white,0.8844,0.0422,ok
GRP-XHS-6a0ed78f0000000035022f85-05,6a0ed78f0000000035022f85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0ed78f0000000035022f85/image_05.webp,#F7F7F7,#1A1C1F,white,white,0.719,0.1456,ok
GRP-XHS-6900448b0000000005002ba0-01,6900448b0000000005002ba0,Dataset/xhs/xiaohongshu_images/Gorpcore/6900448b0000000005002ba0/image_01.webp,#27281F,#7C7C7A,black,black,0.339,0.2416,ok
GRP-XHS-6900448b0000000005002ba0-02,6900448b0000000005002ba0,Dataset/xhs/xiaohongshu_images/Gorpcore/6900448b0000000005002ba0/image_02.webp,#222421,#4E4E46,black,black,0.316,0.2796,ok
GRP-XHS-6900448b0000000005002ba0-03,6900448b0000000005002ba0,Dataset/xhs/xiaohongshu_images/Gorpcore/6900448b0000000005002ba0/image_03.webp,#25281D,#5A5F52,black,black,0.4632,0.2704,ok
GRP-XHS-6900448b0000000005002ba0-04,6900448b0000000005002ba0,Dataset/xhs/xiaohongshu_images/Gorpcore/6900448b0000000005002ba0/image_04.webp,#82726A,#23251D,orange,red_or_orange,0.3272,0.2952,ok
GRP-XHS-6900448b0000000005002ba0-05,6900448b0000000005002ba0,Dataset/xhs/xiaohongshu_images/Gorpcore/6900448b0000000005002ba0/image_05.webp,#74675E,#474436,orange,red_or_orange,0.2804,0.2728,ok
GRP-XHS-6900448b0000000005002ba0-06,6900448b0000000005002ba0,Dataset/xhs/xiaohongshu_images/Gorpcore/6900448b0000000005002ba0/image_06.webp,#82807C,#262820,gray,gray,0.3092,0.298,ok
GRP-XHS-6900448b0000000005002ba0-07,6900448b0000000005002ba0,Dataset/xhs/xiaohongshu_images/Gorpcore/6900448b0000000005002ba0/image_07.webp,#252721,#535043,black,black,0.2982,0.264,ok
GRP-XHS-6900448b0000000005002ba0-09,6900448b0000000005002ba0,Dataset/xhs/xiaohongshu_images/Gorpcore/6900448b0000000005002ba0/image_09.webp,#212727,#484C43,black,black,0.2886,0.2534,ok
GRP-XHS-69bf6e53000000001f00420d-01,69bf6e53000000001f00420d,Dataset/xhs/xiaohongshu_images/Gorpcore/69bf6e53000000001f00420d/image_01.webp,#170D0D,#695852,black,black,0.3134,0.2352,ok
GRP-XHS-69bf6e53000000001f00420d-02,69bf6e53000000001f00420d,Dataset/xhs/xiaohongshu_images/Gorpcore/69bf6e53000000001f00420d/image_02.webp,#334D82,#1F1C1C,blue,blue,0.442,0.2352,ok
GRP-XHS-69bf6e53000000001f00420d-03,69bf6e53000000001f00420d,Dataset/xhs/xiaohongshu_images/Gorpcore/69bf6e53000000001f00420d/image_03.webp,#171615,#BEAC8C,black,black,0.2706,0.2162,ok
GRP-XHS-69bf6e53000000001f00420d-04,69bf6e53000000001f00420d,Dataset/xhs/xiaohongshu_images/Gorpcore/69bf6e53000000001f00420d/image_04.webp,#B3B9BE,#181414,gray,gray,0.4588,0.1654,ok
GRP-XHS-69fca9a40000000023016bdf-01,69fca9a40000000023016bdf,Dataset/xhs/xiaohongshu_images/Gorpcore/69fca9a40000000023016bdf/image_01.webp,#444345,#E9E7E7,gray,gray,0.5736,0.1504,ok
GRP-XHS-69fca9a40000000023016bdf-02,69fca9a40000000023016bdf,Dataset/xhs/xiaohongshu_images/Gorpcore/69fca9a40000000023016bdf/image_02.webp,#565350,#96928C,gray,gray,0.2546,0.2304,ok
GRP-XHS-69fca9a40000000023016bdf-03,69fca9a40000000023016bdf,Dataset/xhs/xiaohongshu_images/Gorpcore/69fca9a40000000023016bdf/image_03.webp,#413D3C,#18191B,gray,gray,0.3508,0.277,ok
GRP-XHS-69fca9a40000000023016bdf-04,69fca9a40000000023016bdf,Dataset/xhs/xiaohongshu_images/Gorpcore/69fca9a40000000023016bdf/image_04.webp,#595650,#7E776D,gray,gray,0.3676,0.1844,ok
GRP-XHS-69fca9a40000000023016bdf-05,69fca9a40000000023016bdf,Dataset/xhs/xiaohongshu_images/Gorpcore/69fca9a40000000023016bdf/image_05.webp,#474B53,#B4AFA9,blue,blue,0.3298,0.2594,ok
GRP-XHS-69fca9a40000000023016bdf-06,69fca9a40000000023016bdf,Dataset/xhs/xiaohongshu_images/Gorpcore/69fca9a40000000023016bdf/image_06.webp,#4E4947,#6E6D6E,gray,gray,0.3622,0.323,ok
GRP-XHS-69fca9a40000000023016bdf-07,69fca9a40000000023016bdf,Dataset/xhs/xiaohongshu_images/Gorpcore/69fca9a40000000023016bdf/image_07.webp,#383A3C,#D4D9DF,gray,gray,0.2552,0.207,ok
GRP-XHS-68694b7e0000000012023f13-01,68694b7e0000000012023f13,Dataset/xhs/xiaohongshu_images/Gorpcore/68694b7e0000000012023f13/image_01.webp,#D4DFBC,#FBFCFB,olive,olive_or_green,0.451,0.2386,ok
GRP-XHS-68694b7e0000000012023f13-02,68694b7e0000000012023f13,Dataset/xhs/xiaohongshu_images/Gorpcore/68694b7e0000000012023f13/image_02.webp,#E2EACF,#CEDCB2,white,white,0.4122,0.3282,ok
GRP-XHS-68694b7e0000000012023f13-03,68694b7e0000000012023f13,Dataset/xhs/xiaohongshu_images/Gorpcore/68694b7e0000000012023f13/image_03.webp,#E0EACC,#CCD9AD,olive,olive_or_green,0.4906,0.2876,ok
GRP-XHS-68694b7e0000000012023f13-04,68694b7e0000000012023f13,Dataset/xhs/xiaohongshu_images/Gorpcore/68694b7e0000000012023f13/image_04.webp,#E0EACB,#CDDBAC,olive,olive_or_green,0.4934,0.2542,ok
GRP-XHS-68694b7e0000000012023f13-05,68694b7e0000000012023f13,Dataset/xhs/xiaohongshu_images/Gorpcore/68694b7e0000000012023f13/image_05.webp,#E1EACD,#CFDFB2,olive,olive_or_green,0.4306,0.3862,ok
GRP-XHS-68694b7e0000000012023f13-06,68694b7e0000000012023f13,Dataset/xhs/xiaohongshu_images/Gorpcore/68694b7e0000000012023f13/image_06.webp,#D2E1B5,#E4ECD1,olive,olive_or_green,0.445,0.3946,ok
GRP-XHS-69e5fad4000000001f004b26-01,69e5fad4000000001f004b26,Dataset/xhs/xiaohongshu_images/Gorpcore/69e5fad4000000001f004b26/image_01.webp,#514335,#837059,orange,red_or_orange,0.2798,0.2382,ok
GRP-XHS-6a0f0ad9000000003701c81e-01,6a0f0ad9000000003701c81e,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0f0ad9000000003701c81e/image_01.webp,#FEFEFE,#897155,white,white,0.4888,0.1872,ok
GRP-XHS-6a01aea70000000007021ee1-01,6a01aea70000000007021ee1,Dataset/xhs/xiaohongshu_images/Gorpcore/6a01aea70000000007021ee1/image_01.webp,#2E221C,#989088,black,black,0.2722,0.2708,ok
GRP-XHS-69b6b7dc000000002800a698-01,69b6b7dc000000002800a698,Dataset/xhs/xiaohongshu_images/Gorpcore/69b6b7dc000000002800a698/image_01.webp,#788592,#96A2AB,blue,blue,0.3052,0.2672,ok
GRP-XHS-69b6b7dc000000002800a698-02,69b6b7dc000000002800a698,Dataset/xhs/xiaohongshu_images/Gorpcore/69b6b7dc000000002800a698/image_02.webp,#636E7C,#D1D8DA,blue,blue,0.3034,0.2864,ok
GRP-XHS-69b6b7dc000000002800a698-03,69b6b7dc000000002800a698,Dataset/xhs/xiaohongshu_images/Gorpcore/69b6b7dc000000002800a698/image_03.webp,#83909B,#67717C,blue,blue,0.3502,0.2452,ok
GRP-XHS-69b6b7dc000000002800a698-04,69b6b7dc000000002800a698,Dataset/xhs/xiaohongshu_images/Gorpcore/69b6b7dc000000002800a698/image_04.webp,#8A9BA8,#5F7991,blue,blue,0.422,0.1866,ok
GRP-XHS-69b6b7dc000000002800a698-05,69b6b7dc000000002800a698,Dataset/xhs/xiaohongshu_images/Gorpcore/69b6b7dc000000002800a698/image_05.webp,#717E8A,#525B63,blue,blue,0.4026,0.2168,ok
GRP-XHS-68cab82e000000000e033c94-01,68cab82e000000000e033c94,Dataset/xhs/xiaohongshu_images/Gorpcore/68cab82e000000000e033c94/image_01.webp,#1E222B,#E4E5DF,black,black,0.2562,0.2466,ok
GRP-XHS-68cab82e000000000e033c94-02,68cab82e000000000e033c94,Dataset/xhs/xiaohongshu_images/Gorpcore/68cab82e000000000e033c94/image_02.webp,#151D27,#A8ABA9,black,black,0.2396,0.218,ok
GRP-XHS-6a08700700000000070298e2-01,6a08700700000000070298e2,Dataset/xhs/xiaohongshu_images/Gorpcore/6a08700700000000070298e2/image_01.webp,#0F0F0C,#21211D,black,black,0.48,0.304,ok
GRP-XHS-6a08700700000000070298e2-02,6a08700700000000070298e2,Dataset/xhs/xiaohongshu_images/Gorpcore/6a08700700000000070298e2/image_02.webp,#060604,#29251F,black,black,0.5332,0.193,ok
GRP-XHS-6a0d7a39000000000702b101-01,6a0d7a39000000000702b101,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d7a39000000000702b101/image_01.webp,#101711,#364336,black,black,0.3522,0.2724,ok
GRP-XHS-6a0d7a39000000000702b101-02,6a0d7a39000000000702b101,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d7a39000000000702b101/image_02.webp,#101611,#646B61,black,black,0.3222,0.2462,ok
GRP-XHS-6a0d7a39000000000702b101-03,6a0d7a39000000000702b101,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d7a39000000000702b101/image_03.webp,#0D130E,#2D3A2E,black,black,0.378,0.2604,ok
GRP-XHS-6a0d7a39000000000702b101-04,6a0d7a39000000000702b101,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d7a39000000000702b101/image_04.webp,#0E130E,#2E3B2F,black,black,0.3196,0.2868,ok
GRP-XHS-6a0d7a39000000000702b101-05,6a0d7a39000000000702b101,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d7a39000000000702b101/image_05.webp,#0F2363,#675945,blue,blue,0.3768,0.2276,ok
GRP-XHS-6a0d7a39000000000702b101-07,6a0d7a39000000000702b101,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d7a39000000000702b101/image_07.webp,#0F2D6D,#84776E,blue,blue,0.4864,0.1562,ok
GRP-XHS-6a0d7a39000000000702b101-08,6a0d7a39000000000702b101,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d7a39000000000702b101/image_08.webp,#4F4E31,#716657,olive,olive_or_green,0.288,0.2806,ok
GRP-XHS-6a0d7a39000000000702b101-09,6a0d7a39000000000702b101,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d7a39000000000702b101/image_09.webp,#5F6262,#43453F,gray,gray,0.2998,0.2374,ok
GRP-XHS-6a0fd65e0000000007010d85-01,6a0fd65e0000000007010d85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0fd65e0000000007010d85/image_01.webp,#2E2B26,#544F4A,orange,red_or_orange,0.2862,0.2326,ok
GRP-XHS-6a0fd65e0000000007010d85-02,6a0fd65e0000000007010d85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0fd65e0000000007010d85/image_02.webp,#CFCFC9,#BBB9B2,gray,gray,0.4934,0.1894,ok
GRP-XHS-6a0fd65e0000000007010d85-03,6a0fd65e0000000007010d85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0fd65e0000000007010d85/image_03.webp,#181615,#B5B2AF,black,black,0.3712,0.2432,ok
GRP-XHS-6a0fd65e0000000007010d85-04,6a0fd65e0000000007010d85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0fd65e0000000007010d85/image_04.webp,#3A3B41,#111114,gray,gray,0.3106,0.268,ok
GRP-XHS-6a0fd65e0000000007010d85-05,6a0fd65e0000000007010d85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0fd65e0000000007010d85/image_05.webp,#A1A09B,#1C1819,gray,gray,0.2686,0.2638,ok
GRP-XHS-6a0fd65e0000000007010d85-06,6a0fd65e0000000007010d85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0fd65e0000000007010d85/image_06.webp,#171819,#4B4743,black,black,0.3694,0.2408,ok
GRP-XHS-6a0fd65e0000000007010d85-07,6a0fd65e0000000007010d85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0fd65e0000000007010d85/image_07.webp,#1A1B1B,#494845,black,black,0.3346,0.2256,ok
GRP-XHS-6a0fd65e0000000007010d85-08,6a0fd65e0000000007010d85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0fd65e0000000007010d85/image_08.webp,#2A2C2D,#4E4E4D,black,black,0.26,0.2186,ok
GRP-XHS-6a0fd65e0000000007010d85-09,6a0fd65e0000000007010d85,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0fd65e0000000007010d85/image_09.webp,#030304,#201E1C,black,black,0.6038,0.1304,ok
GRP-XHS-69e7248f000000002102dd79-01,69e7248f000000002102dd79,Dataset/xhs/xiaohongshu_images/Gorpcore/69e7248f000000002102dd79/image_01.webp,#32362B,#171A13,olive,olive_or_green,0.3062,0.2652,ok
GRP-XHS-69e7248f000000002102dd79-02,69e7248f000000002102dd79,Dataset/xhs/xiaohongshu_images/Gorpcore/69e7248f000000002102dd79/image_02.webp,#555049,#786C59,brown,brown,0.2852,0.2448,ok
GRP-XHS-69e7248f000000002102dd79-03,69e7248f000000002102dd79,Dataset/xhs/xiaohongshu_images/Gorpcore/69e7248f000000002102dd79/image_03.webp,#262721,#4B4943,black,black,0.2846,0.2796,ok
GRP-XHS-69e7248f000000002102dd79-04,69e7248f000000002102dd79,Dataset/xhs/xiaohongshu_images/Gorpcore/69e7248f000000002102dd79/image_04.webp,#938260,#6A6232,khaki,khaki_or_beige,0.2938,0.248,ok
GRP-XHS-69e7248f000000002102dd79-05,69e7248f000000002102dd79,Dataset/xhs/xiaohongshu_images/Gorpcore/69e7248f000000002102dd79/image_05.webp,#414437,#21241C,olive,olive_or_green,0.3408,0.3072,ok
GRP-XHS-69e7248f000000002102dd79-06,69e7248f000000002102dd79,Dataset/xhs/xiaohongshu_images/Gorpcore/69e7248f000000002102dd79/image_06.webp,#3C4035,#1E211C,olive,olive_or_green,0.3536,0.294,ok
GRP-XHS-6a0be8fa000000000702cc93-01,6a0be8fa000000000702cc93,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0be8fa000000000702cc93/image_01.webp,#6D6961,#4E4C44,gray,gray,0.2884,0.283,ok
GRP-XHS-6a0be8fa000000000702cc93-02,6a0be8fa000000000702cc93,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0be8fa000000000702cc93/image_02.webp,#3C4629,#1F2216,olive,olive_or_green,0.3528,0.2464,ok
GRP-XHS-6a0be8fa000000000702cc93-04,6a0be8fa000000000702cc93,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0be8fa000000000702cc93/image_04.webp,#353B2C,#151813,green,olive_or_green,0.2746,0.2428,ok
GRP-XHS-6a0be8fa000000000702cc93-05,6a0be8fa000000000702cc93,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0be8fa000000000702cc93/image_05.webp,#6F715C,#97937F,olive,olive_or_green,0.2668,0.2356,ok
GRP-XHS-6a0be8fa000000000702cc93-07,6a0be8fa000000000702cc93,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0be8fa000000000702cc93/image_07.webp,#494B34,#2B2B1C,olive,olive_or_green,0.2738,0.2632,ok
GRP-XHS-6870eeb30000000010025b35-01,6870eeb30000000010025b35,Dataset/xhs/xiaohongshu_images/Gorpcore/6870eeb30000000010025b35/image_01.webp,#2B2A13,#5A5629,black,black,0.2946,0.2838,ok
GRP-XHS-6870eeb30000000010025b35-02,6870eeb30000000010025b35,Dataset/xhs/xiaohongshu_images/Gorpcore/6870eeb30000000010025b35/image_02.webp,#CBE4F2,#96A8AE,blue,blue,0.3472,0.2218,ok
GRP-XHS-6870eeb30000000010025b35-03,6870eeb30000000010025b35,Dataset/xhs/xiaohongshu_images/Gorpcore/6870eeb30000000010025b35/image_03.webp,#98ACAD,#595C47,blue,blue,0.2516,0.246,ok
GRP-XHS-6870eeb30000000010025b35-04,6870eeb30000000010025b35,Dataset/xhs/xiaohongshu_images/Gorpcore/6870eeb30000000010025b35/image_04.webp,#4A5C5C,#839EA2,blue,blue,0.3492,0.2328,ok
GRP-XHS-6870eeb30000000010025b35-05,6870eeb30000000010025b35,Dataset/xhs/xiaohongshu_images/Gorpcore/6870eeb30000000010025b35/image_05.webp,#262F25,#849699,green,olive_or_green,0.2804,0.2496,ok
GRP-XHS-6a0429160000000036018955-01,6a0429160000000036018955,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0429160000000036018955/image_01.webp,#4F564A,#827A67,green,olive_or_green,0.2768,0.2448,ok
GRP-XHS-6a104309000000000803ebe0-01,6a104309000000000803ebe0,Dataset/xhs/xiaohongshu_images/Gorpcore/6a104309000000000803ebe0/image_01.webp,#B4B0AD,#8E827F,gray,gray,0.261,0.2322,ok
GRP-XHS-68f6083c000000000703242f-01,68f6083c000000000703242f,Dataset/xhs/xiaohongshu_images/Gorpcore/68f6083c000000000703242f/image_01.webp,#A9A29A,#89877F,gray,gray,0.3286,0.3242,ok
GRP-XHS-68f6083c000000000703242f-02,68f6083c000000000703242f,Dataset/xhs/xiaohongshu_images/Gorpcore/68f6083c000000000703242f/image_02.webp,#D6C6B5,#725B40,orange,red_or_orange,0.2402,0.2178,ok
GRP-XHS-68f6083c000000000703242f-03,68f6083c000000000703242f,Dataset/xhs/xiaohongshu_images/Gorpcore/68f6083c000000000703242f/image_03.webp,#71685A,#CBC7C0,brown,brown,0.2906,0.2228,ok
GRP-XHS-68f6083c000000000703242f-04,68f6083c000000000703242f,Dataset/xhs/xiaohongshu_images/Gorpcore/68f6083c000000000703242f/image_04.webp,#353228,#16140F,brown,brown,0.4658,0.2732,ok
GRP-XHS-68f6083c000000000703242f-05,68f6083c000000000703242f,Dataset/xhs/xiaohongshu_images/Gorpcore/68f6083c000000000703242f/image_05.webp,#857F74,#392F19,khaki,khaki_or_beige,0.3134,0.2438,ok
GRP-XHS-68f6083c000000000703242f-06,68f6083c000000000703242f,Dataset/xhs/xiaohongshu_images/Gorpcore/68f6083c000000000703242f/image_06.webp,#24201C,#505051,black,black,0.296,0.2572,ok
GRP-XHS-68f6083c000000000703242f-07,68f6083c000000000703242f,Dataset/xhs/xiaohongshu_images/Gorpcore/68f6083c000000000703242f/image_07.webp,#1E1B18,#89816E,black,black,0.272,0.256,ok
GRP-XHS-68f6083c000000000703242f-08,68f6083c000000000703242f,Dataset/xhs/xiaohongshu_images/Gorpcore/68f6083c000000000703242f/image_08.webp,#352F28,#575043,orange,red_or_orange,0.3194,0.2144,ok
GRP-XHS-68f6083c000000000703242f-09,68f6083c000000000703242f,Dataset/xhs/xiaohongshu_images/Gorpcore/68f6083c000000000703242f/image_09.webp,#99864D,#CDC1A7,yellow,yellow,0.2972,0.286,ok
GRP-XHS-69d11b3100000000220032d6-01,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_01.webp,#101012,#DACFC0,black,black,0.4046,0.2368,ok
GRP-XHS-69d11b3100000000220032d6-02,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_02.webp,#1D1817,#94897F,black,black,0.3986,0.1872,ok
GRP-XHS-69d11b3100000000220032d6-03,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_03.webp,#443F42,#716B67,gray,gray,0.3688,0.2188,ok
GRP-XHS-69d11b3100000000220032d6-04,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_04.webp,#A79890,#46393A,orange,red_or_orange,0.2582,0.2502,ok
GRP-XHS-69d11b3100000000220032d6-05,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_05.webp,#120D0B,#38251F,black,black,0.3246,0.2486,ok
GRP-XHS-69d11b3100000000220032d6-06,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_06.webp,#27201E,#635049,black,black,0.3682,0.2724,ok
GRP-XHS-69d11b3100000000220032d6-07,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_07.webp,#272526,#7D7B72,black,black,0.331,0.2598,ok
GRP-XHS-69d11b3100000000220032d6-08,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_08.webp,#110F12,#31373D,black,black,0.3922,0.225,ok
GRP-XHS-69d11b3100000000220032d6-09,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_09.webp,#251E20,#635652,black,black,0.4156,0.2046,ok
GRP-XHS-69d11b3100000000220032d6-10,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_10.webp,#0D0C0B,#3A3727,black,black,0.4604,0.1628,ok
GRP-XHS-69d11b3100000000220032d6-11,69d11b3100000000220032d6,Dataset/xhs/xiaohongshu_images/Gorpcore/69d11b3100000000220032d6/image_11.webp,#180E0B,#332119,black,black,0.2864,0.2736,ok
GRP-XHS-6a0d2a7e00000000060310e8-01,6a0d2a7e00000000060310e8,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d2a7e00000000060310e8/image_01.webp,#D4DFE2,#47503A,white,white,0.2386,0.2162,ok
GRP-XHS-6a0d2a7e00000000060310e8-02,6a0d2a7e00000000060310e8,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d2a7e00000000060310e8/image_02.webp,#32372E,#9F978B,green,olive_or_green,0.2508,0.2368,ok
GRP-XHS-6a0d2a7e00000000060310e8-03,6a0d2a7e00000000060310e8,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d2a7e00000000060310e8/image_03.webp,#82807A,#4F4F49,gray,gray,0.3152,0.1934,ok
GRP-XHS-6a0d2a7e00000000060310e8-04,6a0d2a7e00000000060310e8,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d2a7e00000000060310e8/image_04.webp,#B1AF94,#5D5B58,olive,olive_or_green,0.3126,0.2022,ok
GRP-XHS-6a0d2a7e00000000060310e8-05,6a0d2a7e00000000060310e8,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d2a7e00000000060310e8/image_05.webp,#595B5D,#0A0B0A,gray,gray,0.3456,0.2786,ok
